Family,Genus_name,Species_name,Clutch_size,English_name
82,Sterna,Sterna dougallii,1.52,Roseate Tern
82,Sterna,Sterna elegans,1.03,Elegant Tern
82,Sterna,Sterna fuscata,1,Sooty Tern
82,Sterna,Sterna hirundo,2.52,Common Tern
82,Sterna,Sterna nereis,1.77,Fairy Tern
82,Sterna,Sterna paradisaea,1.7,Arctic Tern
82,Sterna,Sterna repressa,2,White-cheeked Tern
82,Sterna,Sterna sandvicensis,1.21,Sandwich Tern
82,Sterna,Sterna saundersi,2,Saunders's Tern
82,Sterna,Sterna striata,1.09,White-fronted Tern
82,Sterna,Sterna sumatrana,1.58,Black-naped Tern
82,Synthliboramphus,Synthliboramphus antiquus,1.96,Ancient Murrelet
82,Synthliboramphus,Synthliboramphus hypoleucus,1.8,Xantus's Murrelet
82,Uria,Uria aalge,1,Common Murre
82,Uria,Uria lomvia,1,Thick-billed Murre
82,Xema,Xema sabini,2.36,Sabine's Gull
83,Accipiter,Accipiter badius,3.5,Shikra
83,Accipiter,Accipiter cirrocephalus,2.9,Collared Sparrowhawk
83,Accipiter,Accipiter cooperii,3.8,Cooper's Hawk
83,Accipiter,Accipiter erythropus,2,Red-thighed Sparrowhawk
83,Accipiter,Accipiter fasciatus,3.02,Brown Goshawk
83,Accipiter,Accipiter gentilis,3.5,Northern Goshawk
83,Accipiter,Accipiter melanoleucus,2.8,Black Goshawk
83,Accipiter,Accipiter minullus,1.91,Little Sparrowhawk
83,Accipiter,Accipiter nisus,5,Eurasian Sparrowhawk
83,Accipiter,Accipiter novaehollandiae,2.45,Grey Goshawk
83,Accipiter,Accipiter ovampensis,3,Ovampo Sparrowhawk
83,Accipiter,Accipiter rufiventris,2.93,Rufous-chested Sparrowhawk
83,Accipiter,Accipiter striatus,3.55,Sharp-shinned Hawk
83,Accipiter,Accipiter tachiro,2.4,African Goshawk
83,Aegypius,Aegypius monachus,1,Cinereous Vulture
83,Aquila,Aquila audax,2,Wedge-tailed Eagle
83,Aquila,Aquila chrysaetos,2,Golden Eagle
83,Aquila,Aquila clanga,2,Greater Spotted Eagle
83,Aquila,Aquila heliaca,2.5,Imperial Eagle
83,Aquila,Aquila pomarina,2,Lesser Spotted Eagle
83,Aquila,Aquila rapax,2,Tawny Eagle
83,Aquila,Aquila verreauxii,2,Verreaux's Eagle
83,Aquila,Aquila wahlbergi,1,Wahlberg's Eagle
83,Aviceda,Aviceda cuculoides,2,African Baza
83,Aviceda,Aviceda subcristata,2.5,Pacific Baza
83,Butastur,Butastur rufipennis,2,Grasshopper Buzzard
83,Buteo,Buteo buteo,3,Common Buzzard
83,Buteo,Buteo jamaicensis,2.24,Red-tailed Hawk
83,Buteo,Buteo lagopus,3.5,Rough-legged Hawk
83,Buteo,Buteo lineatus,3.12,Red-shouldered Hawk
83,Buteo,Buteo oreophilus,2,Mountain Buzzard
83,Buteo,Buteo platypterus,2.39,Broad-winged Hawk
83,Buteo,Buteo regalis,3.75,Ferruginous Hawk
83,Buteo,Buteo rufinus,3.5,Long-legged Buzzard
83,Buteo,Buteo rufofuscus,1.99,Jackal Buzzard
83,Buteo,Buteo swainsoni,2.44,Swainson's Hawk
83,Buteogallus,Buteogallus anthracinus,1.8,Common Black-Hawk
83,Circaetus,Circaetus cinereus,1,Brown Snake-Eagle
83,Circaetus,Circaetus gallicus,1,Short-toed Snake-Eagle
83,Circus,Circus aeruginosus,4.5,Western Marsh-Harrier
83,Circus,Circus approximans,3.77,Swamp Harrier
83,Circus,Circus assimilis,3.1,Spotted Harrier
83,Circus,Circus cyaneus,4.5,Northern Harrier
83,Circus,Circus macrourus,4.5,Pallid Harrier
83,Circus,Circus maurus,3.47,Black Harrier
83,Circus,Circus pygargus,4.5,Montagu's Harrier
83,Circus,Circus ranivorus,3.63,African Marsh-Harrier
83,Elanoides,Elanoides forficatus,2.07,Swallow-tailed Kite
83,Elanus,Elanus axillaris,3.4,Black-shouldered Kite
83,Elanus,Elanus caeruleus,3.5,Black-winged Kite
83,Elanus,Elanus leucurus,4.1,White-tailed Kite
83,Elanus,Elanus scriptus,3.37,Letter-winged Kite
83,Gypaetus,Gypaetus barbatus,1.5,Lammergeier
83,Gypohierax,Gypohierax angolensis,1,Palm-nut Vulture
83,Gyps,Gyps africanus,1,White-backed Vulture
83,Gyps,Gyps coprotheres,1,Cape Griffon
83,Gyps,Gyps fulvus,1,Eurasian Griffon
83,Gyps,Gyps rueppellii,1,Rueppell's Griffon
83,Haliaeetus,Haliaeetus albicilla,2,White-tailed Eagle
83,Haliaeetus,Haliaeetus leucocephalus,2,Bald Eagle
83,Haliaeetus,Haliaeetus leucogaster,2,White-bellied Fish-Eagle
83,Haliaeetus,Haliaeetus vocifer,1.93,African Fish-Eagle
83,Haliastur,Haliastur sphenurus,2,Whistling Kite
83,Hieraaetus,Hieraaetus fasciatus,2,Bonelli's Eagle
83,Hieraaetus,Hieraaetus morphnoides,1.65,Little Eagle
83,Hieraaetus,Hieraaetus pennatus,2,Booted Eagle
83,Hieraaetus,Hieraaetus spilogaster,1.74,African Hawk-Eagle
83,Ictinia,Ictinia mississippiensis,2,Mississippi Kite
83,Kaupifalco,Kaupifalco monogrammicus,1.95,Lizard Buzzard
83,Lophaetus,Lophaetus occipitalis,1.56,Long-crested Eagle
83,Macheiramphus,Macheiramphus alcinus,1.5,Bat Hawk
83,Melierax,Melierax canorus,1.44,Pale Chanting-Goshawk
83,Melierax,Melierax metabates,1,Dark Chanting-Goshawk
83,Micronisus,Micronisus gabar,2.33,Gabar Goshawk
83,Milvus,Milvus migrans,2.5,Black Kite
83,Milvus,Milvus milvus,2,Red Kite
83,Necrosyrtes,Necrosyrtes monachus,1,Hooded Vulture
83,Neophron,Neophron percnopterus,2,Egyptian Vulture
83,Pandion,Pandion haliaetus,2.5,Osprey
83,Parabuteo,Parabuteo unicinctus,2.84,Harris's Hawk
83,Pernis,Pernis apivorus,2,European Honey-buzzard
83,Polemaetus,Polemaetus bellicosus,1,Martial Eagle
83,Polyboroides,Polyboroides typus,1.59,African Harrier-Hawk
83,Rostrhamus,Rostrhamus sociabilis,2.8,Snail Kite
83,Stephanoaetus,Stephanoaetus coronatus,1.62,Crowned Hawk-Eagle
83,Torgos,Torgos tracheliotus,1,Lappet-faced Vulture
84,Sagittarius,Sagittarius serpentarius,1.96,Secretarybird
85,Falco,Falco alopex,2.5,Fox Kestrel
85,Falco,Falco ardosiaceus,4,Grey Kestrel
85,Falco,Falco berigora,2.79,Brown Falcon
85,Falco,Falco cenchroides,3.8,Australian Kestrel
85,Falco,Falco cherrug,4,Saker Falcon
85,Falco,Falco chicquera,3.6,Red-necked Falcon
85,Falco,Falco columbarius,4,Merlin
85,Falco,Falco cuvierii,2.82,African Hobby
85,Falco,Falco eleonorae,2.5,Eleonora's Falcon
85,Falco,Falco fasciinucha,3.5,Teita Falcon
85,Falco,Falco femoralis,2.64,Aplomado Falcon
85,Falco,Falco longipennis,2.8,Australian Hobby
85,Falco,Falco mexicanus,4.56,Prairie Falcon
85,Falco,Falco naumanni,4,Lesser Kestrel
85,Falco,Falco novaeseelandiae,2.77,New Zealand Falcon
85,Falco,Falco peregrinus,3.5,Peregrine Falcon
85,Falco,Falco rupicoloides,3.65,Greater Kestrel
85,Falco,Falco rusticolus,3.5,Gyrfalcon
85,Falco,Falco sparverius,4.4,American Kestrel
85,Falco,Falco subbuteo,3,Eurasian Hobby
85,Falco,Falco subniger,3.3,Black Falcon
85,Falco,Falco tinnunculus,4.5,Common Kestrel
85,Falco,Falco vespertinus,3.5,Red-footed Falcon
85,Polihierax,Polihierax semitorquatus,3.06,Pygmy Falcon
86,Aechmophorus,Aechmophorus clarkii,2.42,Clark's Grebe
86,Aechmophorus,Aechmophorus occidentalis,2.41,Western Grebe
86,Podiceps,Podiceps auritus,3.75,Horned Grebe
86,Podiceps,Podiceps cristatus,3.77,Great Crested Grebe
86,Podiceps,Podiceps grisegena,4.5,Red-necked Grebe
86,Podiceps,Podiceps nigricollis,3.46,Black-necked Grebe
86,Podilymbus,Podilymbus podiceps,6.39,Pied-billed Grebe
86,Poliocephalus,Poliocephalus poliocephalus,3.4,Hoary-headed Grebe
86,Poliocephalus,Poliocephalus rufopectus,2.33,New Zealand Grebe
86,Tachybaptus,Tachybaptus dominicus,4.75,Least Grebe
86,Tachybaptus,Tachybaptus novaehollandiae,4.1,Australasian Grebe
86,Tachybaptus,Tachybaptus ruficollis,5,Little Grebe
87,Phaethon,Phaethon lepturus,1,White-tailed Tropicbird
87,Phaethon,Phaethon rubricauda,1,Red-tailed Tropicbird
88,Morus,Morus bassanus,1,Northern Gannet
88,Sula,Sula dactylatra,1.6,Masked Booby
88,Sula,Sula leucogaster,1.5,Brown Booby
88,Sula,Sula sula,1,Red-footed Booby
89,Anhinga,Anhinga anhinga,3.64,Anhinga
89,Anhinga,Anhinga melanogaster,4,Oriental Darter
90,Phalacrocorax,Phalacrocorax africanus,4,Long-tailed Cormorant
90,Phalacrocorax,Phalacrocorax aristotelis,3.07,European Shag
90,Phalacrocorax,Phalacrocorax auritus,3.11,Double-crested Cormorant
90,Phalacrocorax,Phalacrocorax bransfieldensis,2.5,Antarctic Shag
90,Phalacrocorax,Phalacrocorax brasilianus,3.15,Neotropic Cormorant
90,Phalacrocorax,Phalacrocorax capensis,2.39,Cape Cormorant
90,Phalacrocorax,Phalacrocorax carbo,3.5,Great Cormorant
90,Phalacrocorax,Phalacrocorax chalconotus,2.5,Bronzed Shag
90,Phalacrocorax,Phalacrocorax coronatus,2.4,Crowned Cormorant
90,Phalacrocorax,Phalacrocorax melanogenis,2.56,Crozet Shag
90,Phalacrocorax,Phalacrocorax melanoleucos,4,Little Pied Cormorant
90,Phalacrocorax,Phalacrocorax neglectus,1.84,Bank Cormorant
90,Phalacrocorax,Phalacrocorax pelagicus,3.47,Pelagic Cormorant
90,Phalacrocorax,Phalacrocorax penicillatus,2.88,Brandt's Cormorant
90,Phalacrocorax,Phalacrocorax punctatus,2.7,Spotted Shag
90,Phalacrocorax,Phalacrocorax sulcirostris,4,Little Black Cormorant
90,Phalacrocorax,Phalacrocorax urile,2.8,Red-faced Cormorant
90,Phalacrocorax,Phalacrocorax varius,3.32,Pied Cormorant
91,Ardea,Ardea cinerea,4.11,Grey Heron
91,Ardea,Ardea goliath,2.5,Goliath Heron
91,Ardea,Ardea herodias,3.55,Great Blue Heron
91,Ardea,Ardea melanocephala,2.78,Black-headed Heron
91,Ardea,Ardea pacifica,3.2,Pacific Heron
91,Ardea,Ardea picata,3,Pied Heron
91,Ardea,Ardea purpurea,4.7,Purple Heron
91,Ardeola,Ardeola ralloides,5,Squacco Heron
91,Ardeola,Ardeola rufiventris,2.38,Rufous-bellied Heron
91,Botaurus,Botaurus lentiginosus,3.75,American Bittern
91,Botaurus,Botaurus poiciloptilus,4.5,Australasian Bittern
91,Botaurus,Botaurus stellaris,5,Great Bittern
91,Bubulcus,Bubulcus ibis,4.5,Cattle Egret
91,Butorides,Butorides striatus,3,Striated Heron
91,Butorides,Butorides virescens,4,Green Heron
91,Egretta,Egretta ardesiaca,2.56,Black Heron
91,Egretta,Egretta caerulea,4.04,Little Blue Heron
91,Egretta,Egretta garzetta,4.8,Little Egret
91,Egretta,Egretta gularis,3,Western Reef-Egret
91,Egretta,Egretta rufescens,2.9,Reddish Egret
91,Egretta,Egretta thula,3.64,Snowy Egret
91,Egretta,Egretta tricolor,3.3,Tricolored Heron
91,Gorsachius,Gorsachius leuconotus,2.62,White-backed Night-Heron
91,Ixobrychus,Ixobrychus exilis,4.48,Least Bittern
91,Ixobrychus,Ixobrychus minutus,5.5,Little Bittern
91,Ixobrychus,Ixobrychus sturmii,3.25,Dwarf Bittern
91,Nyctanassa,Nyctanassa violacea,3.52,Yellow-crowned Night-Heron
91,Nycticorax,Nycticorax caledonicus,3.5,Rufous Night-Heron
91,Nycticorax,Nycticorax nycticorax,4,Black-crowned Night-Heron
92,Scopus,Scopus umbretta,4.4,Hamerkop
93,Phoenicopterus,Phoenicopterus ruber,1,Greater Flamingo
94,Bostrychia,Bostrychia hagedash,2.71,Hadada Ibis
94,Eudocimus,Eudocimus albus,2.33,White Ibis
94,Geronticus,Geronticus calvus,1.99,Bald Ibis
94,Geronticus,Geronticus eremita,3,Waldrapp
94,Platalea,Platalea flavipes,3.05,Yellow-billed Spoonbill
94,Platalea,Platalea leucorodia,3.5,Eurasian Spoonbill
94,Platalea,Platalea regia,3.14,Royal Spoonbill
94,Plegadis,Plegadis chihi,3.06,White-faced Ibis
94,Plegadis,Plegadis falcinellus,4,Glossy Ibis
94,Threskiornis,Threskiornis aethiopicus,2.24,Sacred Ibis
94,Threskiornis,Threskiornis molucca,2.73,Australian Ibis
94,Threskiornis,Threskiornis spinicollis,3.5,Straw-necked Ibis
95,Pelecanus,Pelecanus erythrorhynchos,2,American White Pelican
95,Pelecanus,Pelecanus occidentalis,2.95,Brown Pelican
95,Pelecanus,Pelecanus onocrotalus,2,Great White Pelican
96,Anastomus,Anastomus lamelligerus,2.6,African Openbill
96,Cathartes,Cathartes aura,1.94,Turkey Vulture
96,Ciconia,Ciconia ciconia,4,White Stork
96,Ciconia,Ciconia nigra,3.2,Black Stork
96,Coragyps,Coragyps atratus,2,Black Vulture
96,Leptoptilos,Leptoptilos crumeniferus,2.4,Marabou Stork
96,Mycteria,Mycteria americana,3.04,Wood Stork
97,Fregata,Fregata andrewsi,1,Christmas Island Frigatebird
97,Fregata,Fregata ariel,1,Lesser Frigatebird
97,Fregata,Fregata magnificens,1,Magnificent Frigatebird
97,Fregata,Fregata minor,1,Great Frigatebird
